8,0.125,0.0133081,0.00574677,0.000514984,0.000255108
16,0.0625,0.00336087,0.00142878,0.00405312,0.00173998
32,0.03125,0.000841113,0.000356655,0.0176792,0.011585
64,0.015625,0.000210697,8.91293e-05,0.0812109,0.063134
128,0.0078125,5.26713e-05,2.22802e-05,0.351171,0.429876
256,0.00390625,1.31694e-05,5.56991e-06,1.47379,4.02336
512,0.00195312,3.29231e-06,1.39238e-06,6.07402,29.0917
1024,0.000976562,8.11275e-07,3.42611e-07,24.9311,207.611
